2452240.53405 10.009
2452242.55960 10.126
2452244.59630 10.005
2452248.54665 10.081
2452250.59412 10.081
2452252.58324  9.956
2452254.58385 10.074
2452256.58502 10.092
2452263.57844 10.084
2452265.56951  9.918
2452271.54783  9.918
2452439.89922  9.989
2452445.79343 10.005
2452446.89580  9.999
2452454.76009 10.318
2452465.81248 10.053
2452466.82233  9.916
2452467.80317  9.980
2452471.83976  9.663
2452482.70168  9.808
2452489.72472  9.958
2452492.80969 10.006
2452493.76317 10.042
2452494.74797  9.974
2452498.73317  9.935
2452499.74024 10.073
2452500.69221  9.909
2452500.69221  9.952
2452501.72831 10.025
2452502.73741  9.813
2452508.67660 10.074
2452519.76722 10.131
2452521.78060  9.892
2452521.78060  9.927
2452521.83190 10.045
2452521.83190 10.144
2452529.66550 10.063
2452540.60018  9.924
2452544.67420 10.074
2452545.70842  9.742
2452549.85383  9.876
2452556.67979  9.945
2452558.64018  9.646
2452560.63732  9.980
2452562.63196 10.029
2452563.65055  9.904
2452564.65201  9.874
2452620.54511  9.835
2452622.57245  9.940
2452624.62156  9.984
2452627.62561  9.751
2452629.62508 10.079
2452634.56414  9.624
2452636.59087 10.069
2452638.60050  9.967
2452640.60095  9.972
2452644.59464  9.976
2452646.57632  9.939
2452649.57275  9.716
2452651.57787  9.992
2452657.54753  9.974
2452659.56564 10.044
2452661.56257  9.775
2452663.56143 10.091
2452665.56133  9.933
2452668.53653  9.900
2452670.53923 10.014
2452672.54228  9.956
2452674.53695  9.967
2452681.51893 10.098
2452744.91971  9.770
2452758.92319  9.975
2452818.92383  9.836
2452833.88612  9.943
2452851.83502 10.011
2452862.81310  9.921
2452871.81996  9.967
2452874.72594  9.961
2452883.69412 10.013
2452886.74833  9.967
2452890.78061  9.905
2452894.72384  9.935
2452903.76695  9.924
2452907.87943  9.944
2452916.72157 10.027
2452921.71043  9.916
2452926.70287  9.814
2452930.68876  9.918
2452932.67415  9.907
2452934.66872  9.982
2452936.67113  9.825
2452939.70741 10.026
2452942.75165 10.102
2452944.59176  9.991
2452945.63370  9.914
2452949.66367  9.949
2452951.67564  9.926
2452953.69228  9.908
2452955.69630 10.097
2452957.69004  9.758
2452961.74825 10.229
2452963.71581  9.961
2452965.74567  9.827
2452967.73165 10.094
2452967.73165  9.926
2452969.65554  9.657
2452972.54439 10.013
2452974.56276  9.908
2452975.71792 10.075
2452977.65174 10.172
2452979.66896  9.935
2452981.68774 10.046
2452984.54988  9.919
2452986.55845  9.956
2452988.66985 10.027
2452991.54860  9.992
2452993.58436  9.970
2452995.63454 10.009
2452998.55126  9.918
2453001.54774  9.868
2453005.58597 10.052
2453007.59813  9.952
2453010.59781 10.016
2453012.59438  9.885
2453023.56056 10.114
2453028.55768 10.060
2453031.54793  9.766
2453034.55606  9.985
2453039.53272 10.070
2453044.52384  9.998
2453107.91924  9.982
2453115.92189  9.971
2453146.91575  9.783
2453166.89814 10.014
2453175.90369 10.100
2453179.83327 10.043
2453183.84466  9.978
2453186.85845  9.924
2453190.81444  9.966
2453194.89398  9.807
2453211.91637 10.056
2453276.72805 10.072
2453356.57837 10.054
2453382.56257  9.976
2453386.55712 10.176
2453388.58650  9.902
2453394.52754 10.087
2453396.54661 10.033
2453397.53697  9.878
2453400.53113  9.986
2453404.52513 10.004
2453407.52379  9.839
2453410.52012  9.991
2453415.51515 10.075
2453510.90752  9.823
2453530.90217  9.998
2453530.90434 10.009
2453547.88860 10.021
2453552.82789 10.074
2453555.85209  9.874
2453562.83263  9.993
2453579.89315  9.900
2453584.86065 10.033
2453599.83949 10.155
2453615.82422 10.014
2453617.72316  9.703
2453619.85074 10.027
2453632.75905  9.892
2453635.63955 10.116
2453640.76339 10.044
2453643.62060  9.837
2453646.66951  9.969
2453648.82059 10.007
2453650.58673  9.855
2453651.59947 10.157
2453652.63996  9.768
2453653.63820 10.011
2453654.63498  9.989
2453655.63684 10.083
2453656.63481 10.066
2453657.66580  9.896
2453658.65244  9.910
2453659.70205  9.877
2453660.68054  9.712
2453661.73097 10.147
2453662.70617 10.038
2453663.80953 10.130
2453666.62606 10.174
2453669.71960  9.949
2453672.57497 10.037
2453674.68391 10.162
2453675.59915  9.966
2453680.55818 10.004
2453700.59080  9.794
2453701.60749  9.937
2453704.59708 10.081
2453705.61107  9.911
2453707.57815  9.878
2453711.59305  9.986
2453713.59261 10.012
2453713.63761 10.109
2453715.67409 10.049
2453718.57377  9.824
2453720.64693  9.836
2453720.65529  9.812
2453726.55921 10.148
2453726.56827 10.095
2453728.61667 10.078
2453728.62485 10.081
2453731.63618  9.992
2453735.57336 10.152
2453735.57843 10.086
2453738.54252 10.120
2453738.54759 10.023
2453740.59011 10.111
2453740.59539 10.051
2453743.59018  9.969
2453743.59539  9.950
2453746.59414 10.105
2453749.58168  9.980
2453749.58698  9.965
2453753.56144 10.114
2453753.56672 10.040
2453756.55388 10.045
2453756.55928  9.983
2453759.54399 10.088
2453759.55019  9.976
2453762.54684 10.055
2453762.55229 10.023
2453765.54021  9.975
2453765.54565  9.928
2453768.53264 10.079
2453768.53948 10.045
2453771.53398  9.975
2453772.53234  9.951
2453776.52155  9.779
2453853.91192  9.989
2453862.91648 10.103
2453866.89175 10.012
2453869.89468 10.120
2453872.88849 10.022
2453880.91630  9.981
2453891.89693  9.730
2453894.89907 10.066
2453898.87667  9.899
2453901.90154  9.951
2453905.84873 10.037
2453913.89234  9.932
2453981.65084 10.041
2454084.58656 10.075
2454089.59605 10.180
2454090.59028 10.071
2454092.57706  9.967
2454107.54374 10.076
2454107.55848 10.035
2454111.56005 10.071
2454125.53884  9.883
2454125.55386  9.907
2454127.55509 10.070
2454127.56596  9.979
2454131.53307  9.916
2454131.53920  9.869
2454134.53496 10.042
2454134.54190 10.003
2454137.53225  9.911
2454229.90830 10.044
2454232.91114 10.168
2454247.89820 10.051
2454255.87665  9.981
2454268.90155 10.072
2454273.83964  9.946
2454278.79447 10.038
2454284.83136 10.004
2454286.85226 10.101
2454290.85893 10.038
2454293.82588 10.225
2454296.81596  9.974
2454298.88408 10.019
2454300.89040 10.014
2454303.77625 10.033
2454305.81236 10.023
2454307.78587  9.780
2454309.79339 10.102
2454311.78468 10.067
2454314.81393 10.111
2454330.70133 10.076
2454332.71926  9.943
2454334.71015 10.158
2454338.68302 10.041
2454340.76517  9.902
2454342.77275 10.147
2454344.77744  9.865
2454346.79320 10.008
2454348.78011 10.102
2454351.66639 10.093
2454353.78463 10.032
2454355.84603 10.112
2454358.65582 10.051
2454361.64102  9.868
2454363.68231  9.811
2454365.67961 10.023
2454366.82671 10.039
2454367.72340 10.009
2454369.72226 10.011
2454371.74551  9.776
2454372.69613  9.980
2454373.75812 10.074
2454376.74774  9.954
2454379.60007  9.985
2454381.66077  9.838
2454385.70092 10.048
2454387.72962  9.973
2454389.70832  9.777
2454392.60994  9.924
2454393.65704 10.062
2454398.72939  9.663
2454399.75180 10.050
2454402.78872 10.000
2454406.66635  9.922
2454408.69686 10.034
2454410.61002  9.960
2454411.65720  9.782
2454420.67929  9.950
2454422.70977 10.077
2454426.64960 10.026
2454427.62821  9.973
2454428.69839 10.071
2454431.59452  9.967
2454433.67316 10.029
2454436.60855  9.941
2454438.67329  9.896
2454439.58533 10.009
2454441.60399 10.015
2454444.60978 10.042
2454452.61474 10.067
2454452.62330 10.039
2454455.59782 10.017
2454455.60626  9.951
2454458.57819  9.990
2454458.58725  9.958
2454461.57735  9.973
2454461.58505  9.852
2454464.57377  9.972
2454466.59288  9.659
2454467.56419  9.838
2454469.58368  9.969
2454470.56602  9.981
2454473.58488  9.928
2454474.57368 10.027
2454476.58002 10.019
2454477.55253 10.154
2454479.55779  9.816
2454480.54852 10.166
2454482.56306  9.996
2454483.56457 10.028
2454486.57740 10.184
2454489.55975 10.034
2454492.55491 10.145
2454494.54413  9.720
2454498.54477 10.083
2454499.53330 10.100
